Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price,Model
2013,48158,Diesel,Manual,22.32,1582.0,126.32,5.0,6.7,hyundai verna
2013,71007,Diesel,Manual,23.08,1461.0,63.1,5.0,3.9,nissan micra
2010,63067,Petrol,Manual,15.5,1586.0,103.3,5.0,2.7,suzuki sx4
2011,70259,Diesel,Manual,21.12,1248.0,88.8,5.0,2.95,tata manza
2015,13000,Diesel,Automatic,16.55,1968.0,140.0,5.0,23.0,audi a4
2009,140000,Diesel,Manual,17.8,1248.0,75.0,5.0,2.49,suzuki swift
2015,130000,Diesel,Manual,25.2,1248.0,74.0,5.0,4.5,suzuki swift
2011,89401,Diesel,Manual,21.43,1364.0,87.2,5.0,4.5,toyota corolla
2015,67000,Diesel,Manual,27.3,1498.0,98.6,5.0,6.9,honda jazz
2010,72000,Petrol,Manual,16.25,1198.0,73.9,5.0,2.21,skoda fabia
2011,82000,Diesel,Automatic,12.35,2179.0,187.74,5.0,13.9,land rover
2010,85000,Petrol,Manual,15.3,1596.0,101.0,5.0,1.46,ford fiesta
2012,83000,Diesel,Automatic,19.08,1582.0,126.32,5.0,6.0,hyundai verna
2016,26000,Petrol,Manual,21.7,999.0,67.0,5.0,3.0,renault kwid
2012,27000,Diesel,Manual,22.3,1248.0,88.8,5.0,3.5,tata indica
2018,37746,Diesel,Manual,21.19,1396.0,88.73,5.0,7.59,hyundai i20
2009,63274,Petrol,Manual,15.0,1586.0,104.68,5.0,1.99,suzuki sx4
2016,25000,Petrol,Manual,25.17,799.0,53.3,5.0,3.8,renault kwid
2013,45010,Petrol,Manual,21.1,814.0,55.2,5.0,2.95,hyundai eon
2013,75348,Diesel,Manual,25.8,1498.0,98.6,5.0,3.75,honda amaze
2010,90110,Diesel,Manual,22.07,1199.0,73.9,5.0,2.5,volkswagen polo
2011,102013,Petrol,Manual,17.0,1497.0,118.0,5.0,3.75,honda city
2015,36000,Diesel,Automatic,12.55,2982.0,168.5,7.0,22.0,toyota fortuner
2017,37578,Petrol,Manual,18.0,1198.0,86.7,5.0,6.14,honda amaze
2014,46559,Petrol,Automatic,23.1,998.0,67.04,5.0,3.75,suzuki celerio
2015,48000,Diesel,Manual,12.99,2494.0,100.6,8.0,11.75,toyota innova
2012,85000,Diesel,Automatic,17.05,1995.0,184.0,5.0,10.0,bmw x1
2014,32000,Petrol,Automatic,14.3,1598.0,103.5,5.0,5.55,skoda rapid
2012,60818,Petrol,Manual,16.09,1598.0,103.5,5.0,3.59,volkswagen vento
2019,35188,Diesel,Manual,22.77,1498.0,98.59,5.0,11.13,ford ecosport
2012,110000,Diesel,Manual,15.1,2179.0,140.0,7.0,7.2,mahindra xuv500
2014,61000,Diesel,Manual,18.6,1388.0,67.0,5.0,2.98,ford fiesta
2010,75000,Petrol,Manual,17.92,1086.0,62.1,5.0,1.7,hyundai santro
2003,69966,Petrol,Manual,19.7,796.0,46.3,5.0,0.95,suzuki alto
2016,42000,Petrol,Manual,17.8,1497.0,117.3,5.0,9.25,honda city
2014,48000,Diesel,Automatic,13.01,2199.0,194.3,7.0,16.25,hyundai santa
2015,35000,Diesel,Automatic,17.9,2143.0,136.0,5.0,20.99,mercedes-benz gla
2005,128000,Diesel,Manual,12.8,2494.0,102.0,8.0,4.25,toyota innova
2008,78000,Diesel,Automatic,16.07,1995.0,181.0,5.0,7.2,bmw 3
2011,53080,Petrol,Manual,18.6,1197.0,85.8,5.0,4.4,suzuki swift
2011,66000,Petrol,Manual,15.04,1598.0,103.6,5.0,4.25,volkswagen vento
2012,25000,Petrol,Manual,16.02,1373.0,93.7,7.0,5.35,suzuki ertiga
2016,36139,Petrol,Automatic,18.9,1197.0,82.0,5.0,6.3,hyundai grand
2017,44000,Diesel,Manual,19.67,1582.0,126.2,5.0,12.5,hyundai creta
2008,50000,Diesel,Automatic,16.77,2967.0,241.38,5.0,7.5,audi a6
2016,81177,Diesel,Manual,16.0,1997.0,140.0,7.0,11.25,mahindra xuv500
2016,26000,Petrol,Automatic,16.05,1499.0,110.4,5.0,7.65,ford ecosport
2016,100000,Diesel,Manual,24.4,1120.0,71.0,5.0,4.5,hyundai xcent
2014,75000,Diesel,Automatic,21.21,1498.0,103.2,5.0,7.5,volkswagen vento
2010,55980,Petrol,Manual,20.36,1197.0,78.9,5.0,2.25,hyundai i10
2012,49700,Diesel,Manual,21.9,1396.0,88.76,5.0,4.18,hyundai i20
2013,79000,Diesel,Manual,23.5,1396.0,88.7,5.0,6.5,hyundai verna
2010,65100,Petrol,Manual,17.0,1497.0,118.0,5.0,3.15,honda city
2016,54161,Diesel,Manual,25.47,1248.0,88.5,7.0,7.64,suzuki ertiga
2011,28619,Petrol,Manual,19.7,796.0,46.3,5.0,2.4,suzuki alto
2016,9000,Petrol,Automatic,20.51,998.0,67.0,5.0,4.25,suzuki wagon
2016,42876,Diesel,Automatic,19.08,1582.0,126.2,5.0,9.31,hyundai verna
2011,64000,Petrol,Manual,19.7,796.0,46.3,5.0,2.39,suzuki alto
2018,20488,Petrol,Manual,16.09,1598.0,103.5,5.0,7.64,volkswagen vento
2016,21000,Petrol,Manual,21.4,1197.0,83.1,5.0,6.21,suzuki baleno
2011,55987,Petrol,Automatic,13.7,1997.0,153.86,5.0,8.22,honda cr-v
2015,32000,Petrol,Automatic,15.6,1497.0,116.3,5.0,8.5,honda city
2015,10400,Petrol,Manual,17.4,1497.0,117.3,5.0,6.51,honda city
2013,35000,Diesel,Manual,22.9,1248.0,74.0,5.0,4.65,suzuki swift
2013,55101,Petrol,Automatic,14.53,1794.0,138.1,5.0,8.4,toyota corolla
2014,57464,Diesel,Manual,23.59,1364.0,67.06,5.0,5.75,toyota etios
2006,110000,Petrol,Manual,18.9,998.0,67.1,5.0,1.11,suzuki wagon
2014,72000,Petrol,Automatic,12.0,1991.0,184.0,5.0,17.25,mercedes-benz e-class
2011,62020,Petrol,Manual,17.0,1197.0,80.0,5.0,3.45,hyundai i20
2014,85000,Diesel,Automatic,12.39,2179.0,147.51,5.0,23.0,land rover
2018,14223,Petrol,Manual,18.6,1197.0,81.86,5.0,7.32,hyundai elite
2014,41210,Petrol,Manual,18.0,1198.0,86.7,5.0,4.4,honda amaze
2016,18043,Petrol,Manual,22.74,796.0,47.3,5.0,4.12,suzuki alto
2016,80000,Diesel,Automatic,11.36,2755.0,171.5,7.0,19.5,toyota innova
2016,21000,Petrol,Automatic,18.9,1197.0,82.0,5.0,6.2,hyundai grand
2010,95000,Petrol,Manual,18.5,1197.0,80.0,5.0,2.8,hyundai i20
2015,32000,Petrol,Automatic,18.9,1197.0,82.0,5.0,4.8,hyundai grand
2014,122800,Diesel,Manual,25.01,1498.0,89.75,5.0,5.65,ford fiesta
2015,69000,Diesel,Manual,26.59,1248.0,74.0,5.0,5.9,suzuki swift
2015,65000,Diesel,Manual,23.59,1364.0,67.04,5.0,5.0,toyota etios
2015,23000,Petrol,Manual,19.1,1197.0,82.0,5.0,4.9,hyundai xcent
2009,70000,Petrol,Manual,13.5,1799.0,130.0,5.0,4.25,honda civic
2012,56000,Petrol,Manual,13.2,1495.0,94.0,5.0,2.45,hyundai accent
2013,30000,Petrol,Manual,22.74,796.0,47.3,5.0,2.5,suzuki alto
2013,92250,Diesel,Manual,22.7,1498.0,89.84,5.0,5.75,ford ecosport
2018,40000,Petrol,Manual,20.14,1197.0,81.86,5.0,5.0,hyundai xcent
2014,96848,Petrol,Automatic,14.3,1598.0,103.6,5.0,4.62,skoda rapid
2016,42000,Diesel,Automatic,15.73,1968.0,174.33,5.0,23.5,audi q3
2013,55886,Diesel,Manual,16.0,2179.0,140.0,7.0,7.25,mahindra xuv500
2019,12336,Petrol,Manual,17.0,1591.0,121.3,5.0,11.88,hyundai verna
2009,60000,Petrol,Manual,13.9,1599.0,103.2,5.0,2.25,hyundai verna
2003,83000,Petrol,Manual,14.2,1597.0,92.0,5.0,0.85,ford ikon
2018,24000,Petrol,Manual,19.69,1198.0,67.04,5.0,4.0,nissan micra
2016,32198,Petrol,Automatic,16.5,1198.0,86.8,5.0,5.1,honda brio
2014,92247,Diesel,Manual,12.99,2494.0,100.6,7.0,12.5,toyota innova
2011,121311,Diesel,Manual,20.64,1498.0,108.5,5.0,2.9,volkswagen vento
2016,66296,Diesel,Manual,16.0,2179.0,140.0,7.0,15.96,mahindra xuv500
2015,41000,Petrol,Automatic,16.9,1197.0,82.0,5.0,5.45,hyundai xcent
2017,38681,Diesel,Manual,13.5,2198.0,157.7,7.0,23.86,ford endeavour
2008,43761,Petrol,Manual,18.0,995.0,62.0,5.0,1.75,chevrolet spark
2017,17400,Diesel,Manual,24.52,1248.0,88.5,7.0,9.75,suzuki ertiga
2013,61510,Diesel,Manual,25.8,1498.0,98.6,5.0,4.75,honda amaze
2014,60000,Petrol,Manual,17.4,1497.0,117.3,5.0,6.25,honda city
2016,41617,Petrol,Automatic,14.53,1794.0,138.1,5.0,14.14,toyota corolla
2014,65000,Petrol,Automatic,13.7,1798.0,157.75,5.0,11.95,skoda superb
2011,68000,Petrol,Manual,18.9,998.0,67.1,5.0,2.5,suzuki wagon
2013,49000,Petrol,Manual,19.81,1086.0,68.05,5.0,2.75,hyundai i10
2019,16698,Petrol,Manual,23.84,1199.0,84.0,5.0,5.85,tata tiago
2016,30965,Petrol,Manual,21.4,1197.0,83.1,5.0,6.25,suzuki baleno
2014,56058,Petrol,Manual,15.04,1598.0,103.2,5.0,4.95,volkswagen vento
2017,15356,Petrol,Manual,18.9,1197.0,81.86,5.0,4.75,hyundai grand
2013,54000,Diesel,Manual,20.0,1399.0,68.05,5.0,2.55,ford figo
2011,47000,Petrol,Automatic,13.9,1799.0,130.3,5.0,4.5,honda civic
2015,21652,Petrol,Manual,22.74,796.0,47.3,5.0,3.01,suzuki alto
2010,35010,Diesel,Automatic,12.4,2698.0,179.5,5.0,11.5,audi a6
2006,76662,Diesel,Automatic,11.0,2987.0,198.5,5.0,10.99,mercedes-benz e-class
2009,89000,Petrol,Automatic,17.0,1497.0,118.0,5.0,3.71,honda city
2006,80000,Petrol,Automatic,10.1,2354.0,152.0,5.0,2.0,honda cr-v
2018,39023,Diesel,Manual,28.09,1248.0,88.5,5.0,9.48,suzuki ciaz
2004,62000,Petrol,Manual,18.9,998.0,67.1,5.0,1.25,suzuki wagon
2015,78046,Diesel,Manual,19.67,1582.0,126.2,5.0,10.9,hyundai creta
2015,34400,Diesel,Manual,28.09,1248.0,88.5,5.0,5.5,suzuki ciaz
2016,64624,Petrol,Manual,21.1,814.0,55.2,5.0,3.71,hyundai eon
2014,69192,Petrol,Manual,16.02,1373.0,93.7,7.0,6.25,suzuki ertiga
2012,55000,Diesel,Manual,20.54,1598.0,103.6,5.0,4.9,volkswagen vento
2005,81000,Petrol,Manual,12.8,1493.0,100.0,5.0,1.1,honda city
2016,36733,Petrol,Manual,16.47,1198.0,73.9,5.0,4.72,volkswagen polo
2016,43022,Diesel,Automatic,17.9,2143.0,136.0,5.0,24.85,mercedes-benz gla
2013,74000,Diesel,Manual,14.66,2199.0,194.3,7.0,12.25,hyundai santa
2014,47000,Diesel,Manual,22.9,1248.0,74.0,5.0,3.9,suzuki swift
2017,37460,Petrol,Manual,18.6,1197.0,81.86,5.0,6.28,hyundai elite
2011,130000,Diesel,Manual,14.0,2498.0,112.0,8.0,2.75,mahindra xylo
2017,31576,Petrol,Manual,18.9,1197.0,82.0,5.0,7.85,hyundai grand
2011,66000,Petrol,Manual,15.04,1598.0,103.6,5.0,2.95,volkswagen vento
2008,79000,Petrol,Automatic,11.7,2354.0,177.6,5.0,4.85,honda accord
2016,36610,Diesel,Automatic,15.0,2143.0,107.3,5.0,19.9,mercedes-benz b
2016,93000,Diesel,Manual,20.5,1582.0,126.2,5.0,10.8,hyundai creta
2007,52195,Petrol,Manual,19.7,796.0,46.3,5.0,1.75,suzuki alto
2013,66314,Diesel,Manual,19.87,1461.0,83.8,5.0,5.5,renault duster
2009,76000,Diesel,Manual,17.8,1399.0,68.0,5.0,2.75,ford fiesta
2015,29000,Diesel,Manual,19.67,1582.0,126.2,5.0,13.0,hyundai creta
2011,30000,Diesel,Manual,20.0,1399.0,68.0,5.0,3.2,ford figo
2013,56526,Petrol,Manual,15.26,1598.0,103.5,5.0,5.84,volkswagen polo
2012,41000,Diesel,Automatic,19.08,1582.0,126.32,5.0,6.25,hyundai verna
2015,90000,Diesel,Manual,26.21,1248.0,88.5,5.0,6.5,suzuki ciaz
2018,11000,Diesel,Manual,24.3,1248.0,88.5,5.0,9.4,suzuki vitara
2013,41000,Petrol,Automatic,14.4,1598.0,103.6,5.0,5.25,volkswagen vento
2011,47000,Petrol,Manual,17.0,1197.0,80.0,5.0,4.5,hyundai i20
2015,45960,Petrol,Manual,19.1,1197.0,82.0,5.0,5.56,hyundai xcent
2013,48000,Diesel,Automatic,14.21,2143.0,203.0,5.0,22.0,mercedes-benz e-class
2011,68000,Diesel,Automatic,12.39,2179.0,147.51,5.0,22.0,land rover
2011,41000,Petrol,Manual,20.36,1197.0,78.9,5.0,2.65,hyundai i10
2013,69573,Diesel,Manual,22.32,1582.0,126.32,5.0,5.85,hyundai verna
2012,115000,Diesel,Manual,19.33,1968.0,138.1,5.0,6.95,volkswagen jetta
2012,47629,Diesel,Manual,15.1,2179.0,140.0,7.0,6.5,mahindra xuv500
2004,66624,Petrol,Manual,19.7,796.0,35.0,8.0,0.85,suzuki omni
2013,80000,Petrol,Automatic,14.67,1798.0,177.46,5.0,7.25,skoda superb
2012,94868,Diesel,Manual,22.9,1248.0,74.0,5.0,4.5,suzuki swift
2010,76477,Diesel,Manual,10.5,2179.0,120.0,8.0,4.25,mahindra scorpio
2013,45348,Diesel,Manual,19.01,1461.0,108.45,5.0,6.85,renault duster
2013,68000,Diesel,Automatic,12.39,2179.0,147.51,5.0,15.75,land rover
2012,75000,Diesel,Manual,20.54,1598.0,103.6,5.0,3.5,volkswagen vento
2019,41871,Diesel,Manual,22.7,1582.0,126.2,5.0,15.57,hyundai elantra
2002,103653,Petrol,Manual,18.9,1061.0,47.0,5.0,1.22,suzuki alto
2012,64806,Petrol,Manual,16.47,1198.0,73.9,5.0,3.65,volkswagen polo
2016,40000,Petrol,Manual,15.29,1591.0,121.3,5.0,11.5,hyundai creta
2015,23876,Petrol,Manual,24.07,998.0,67.1,5.0,3.46,suzuki alto
2013,67901,Diesel,Manual,14.66,2199.0,194.3,7.0,8.38,hyundai santa
2014,68865,Diesel,Manual,15.11,1598.0,103.6,5.0,4.8,volkswagen polo
2014,71000,Diesel,Manual,25.8,1498.0,98.6,5.0,4.5,honda amaze
2014,25000,Diesel,Manual,22.9,1248.0,74.0,5.0,3.95,suzuki swift
2005,131000,Diesel,Automatic,11.0,2987.0,198.5,5.0,10.0,mercedes-benz e-class
2011,65000,Diesel,Manual,12.05,2179.0,120.0,8.0,4.0,mahindra scorpio
2012,117777,Diesel,Manual,21.64,1461.0,84.8,5.0,4.75,nissan sunny
2009,65000,Petrol,Manual,17.5,1298.0,85.8,5.0,3.1,suzuki swift
2017,46897,Petrol,Manual,21.1,814.0,55.2,5.0,3.61,hyundai eon
2015,36695,Petrol,Manual,19.4,1198.0,86.8,5.0,4.29,honda brio
2011,43000,Petrol,Manual,18.06,1198.0,75.0,5.0,2.13,nissan micra
2008,54000,Petrol,Manual,19.7,796.0,46.3,5.0,1.1,suzuki alto
2011,89000,Diesel,Automatic,22.69,1995.0,190.0,5.0,13.95,bmw 3
2014,7000,Petrol,Manual,16.47,1198.0,74.0,5.0,5.35,volkswagen polo
2014,58470,Petrol,Manual,23.1,998.0,67.04,5.0,3.9,suzuki celerio
2014,37000,Petrol,Manual,21.5,1197.0,81.8,5.0,2.8,suzuki wagon
2016,29000,Diesel,Manual,26.21,1248.0,88.5,5.0,8.75,suzuki ciaz
2013,52000,Diesel,Automatic,16.55,1968.0,147.51,5.0,19.5,audi a4
2013,32807,Petrol,Manual,19.4,1198.0,86.8,5.0,2.75,honda brio
2013,86000,Diesel,Automatic,11.79,2179.0,120.0,8.0,8.0,mahindra scorpio
2014,66500,Diesel,Manual,26.0,1498.0,98.6,5.0,5.7,honda city
2012,94000,Diesel,Automatic,17.05,1995.0,184.0,5.0,12.5,bmw x1
2011,29000,Petrol,Manual,18.0,995.0,62.0,5.0,1.75,chevrolet spark
2010,107389,Diesel,Manual,20.0,1399.0,68.0,5.0,1.9,ford figo
2015,36100,Petrol,Manual,20.4,1197.0,81.8,5.0,4.5,suzuki swift
2014,36000,Diesel,Automatic,19.3,1968.0,141.0,5.0,16.0,skoda octavia
2015,54680,Petrol,Manual,21.1,814.0,55.2,5.0,2.5,hyundai eon
2017,23977,Petrol,Manual,18.16,1196.0,86.8,5.0,5.38,ford figo
2013,30131,Petrol,Manual,20.92,998.0,67.1,5.0,2.65,suzuki alto
2017,2530,Petrol,Manual,24.7,796.0,47.3,5.0,3.3,suzuki alto
2001,140000,Petrol,Manual,20.3,1086.0,68.0,5.0,0.7,hyundai santro
2017,32257,Diesel,Manual,24.4,1120.0,71.0,5.0,6.83,hyundai xcent
2016,46983,Diesel,Manual,25.8,1498.0,98.6,5.0,5.77,honda amaze
2008,107000,Diesel,Manual,17.8,1248.0,75.0,5.0,3.1,suzuki swift
2017,19000,Petrol,Manual,16.2,1199.0,74.0,5.0,4.95,volkswagen polo
2013,88000,Diesel,Automatic,17.11,1968.0,174.33,5.0,16.25,audi a4
2011,128000,Diesel,Manual,16.0,2179.0,140.0,7.0,6.4,mahindra xuv500
2011,71000,Diesel,Manual,13.1,2499.0,141.0,7.0,6.95,ford endeavour
2008,50000,Diesel,Manual,17.2,1396.0,53.5,5.0,0.85,tata indica
2016,16000,Petrol,Manual,21.4,1197.0,83.1,5.0,6.95,suzuki baleno
2017,82000,Diesel,Manual,24.4,1120.0,71.0,5.0,3.45,hyundai xcent
2008,80000,Petrol,Manual,13.5,1799.0,130.0,5.0,2.75,honda civic
2015,36000,Petrol,Manual,18.6,1197.0,81.83,5.0,4.95,hyundai i20
2016,16725,Petrol,Manual,18.6,1197.0,81.83,5.0,6.79,hyundai i20
2014,48241,Petrol,Manual,19.1,1197.0,85.8,5.0,4.5,suzuki swift
2014,52431,Petrol,Manual,22.5,998.0,67.04,5.0,3.01,suzuki wagon
2012,68000,Diesel,Manual,21.9,1396.0,88.76,5.0,4.4,hyundai i20
2012,158000,Diesel,Automatic,12.55,2982.0,168.5,7.0,17.49,toyota fortuner
2014,31446,Petrol,Manual,20.36,1197.0,78.9,5.0,4.66,hyundai i10
2015,25000,Petrol,Manual,18.9,1197.0,82.0,5.0,5.5,hyundai grand
2016,57000,Petrol,Manual,18.6,1197.0,81.83,5.0,6.0,hyundai i20
2018,57078,Diesel,Manual,24.3,1248.0,88.5,5.0,10.19,suzuki vitara
2016,47471,Diesel,Manual,25.8,1498.0,98.6,5.0,5.25,honda amaze
2010,62000,Diesel,Manual,23.0,1396.0,90.0,5.0,2.7,hyundai i20
2013,65807,Petrol,Manual,19.81,1086.0,68.05,5.0,3.39,hyundai i10
2014,81768,Diesel,Manual,26.59,1248.0,74.0,5.0,5.69,suzuki swift
2017,24000,Diesel,Manual,27.39,1248.0,74.0,5.0,8.4,suzuki baleno
2012,72921,Diesel,Manual,25.44,936.0,57.6,5.0,2.5,chevrolet beat
2012,59000,Petrol,Manual,19.4,1198.0,86.8,5.0,3.25,honda brio
2014,33000,Diesel,Manual,20.0,1399.0,68.05,5.0,3.25,ford figo
2016,36789,Petrol,Automatic,23.1,998.0,67.04,5.0,4.25,suzuki celerio
2014,41000,Diesel,Automatic,14.84,2143.0,170.0,5.0,18.5,mercedes-benz new
2015,46650,Petrol,Manual,19.4,1198.0,86.8,5.0,4.25,honda brio
2018,3000,Petrol,Automatic,21.4,1197.0,83.1,5.0,8.85,suzuki baleno
2014,14799,Petrol,Manual,21.1,814.0,55.2,5.0,4.14,hyundai eon
2015,68525,Diesel,Manual,23.0,1396.0,90.0,5.0,7.0,hyundai i20
2017,29000,Petrol,Manual,17.4,1497.0,117.3,5.0,10.0,honda city
2012,77407,Diesel,Manual,21.5,1248.0,88.8,5.0,3.53,suzuki sx4
2007,118000,Petrol,Manual,12.9,1598.0,102.5,5.0,1.35,chevrolet optra
2013,75000,Diesel,Manual,20.54,1598.0,103.6,5.0,4.5,volkswagen vento
2012,69000,Petrol,Manual,16.8,1497.0,116.3,5.0,4.9,honda city
2016,52553,Diesel,Manual,19.67,1582.0,126.2,5.0,12.26,hyundai creta
2014,58000,Diesel,Manual,24.4,1120.0,71.0,5.0,3.99,hyundai xcent
2015,65542,Diesel,Manual,20.0,1399.0,68.0,5.0,3.8,ford figo
2013,68008,Diesel,Manual,15.0,1896.0,105.0,5.0,6.75,volkswagen jetta
2013,55000,Petrol,Manual,15.8,1499.0,110.0,5.0,5.2,ford ecosport
2017,19387,Petrol,Manual,17.1,1591.0,121.3,5.0,8.42,hyundai verna
2014,58000,CNG,Manual,26.6,998.0,58.16,5.0,3.0,suzuki wagon
2016,24001,Petrol,Manual,18.6,1197.0,81.83,5.0,5.75,hyundai i20
2008,17000,Diesel,Automatic,15.2,1968.0,140.8,5.0,9.75,audi a4
2015,28500,Petrol,Manual,19.49,1198.0,67.04,5.0,3.5,nissan micra
2018,44383,Petrol,Manual,15.8,1591.0,121.3,5.0,13.25,hyundai creta
2013,45000,Diesel,Manual,20.5,1598.0,103.5,5.0,3.65,skoda rapid
2015,58000,Diesel,Manual,23.4,1248.0,74.0,5.0,5.25,suzuki swift
2016,69000,Petrol,Manual,15.8,1591.0,121.3,5.0,9.7,hyundai creta
2017,60993,Diesel,Manual,24.0,1120.0,70.0,5.0,5.21,hyundai grand
2014,51134,Diesel,Manual,24.0,1120.0,70.0,5.0,4.72,hyundai grand
2018,25082,Diesel,Automatic,28.4,1248.0,73.75,5.0,8.37,suzuki dzire
2012,68350,Diesel,Manual,12.55,2982.0,168.5,7.0,14.0,toyota fortuner
2015,97000,Diesel,Manual,27.3,1498.0,98.6,5.0,6.4,honda jazz
2014,72618,Diesel,Manual,12.05,2179.0,120.0,7.0,8.0,mahindra scorpio
2012,62005,Diesel,Manual,18.3,1991.0,147.9,5.0,9.8,chevrolet cruze
2012,61250,Diesel,Manual,25.44,936.0,57.6,5.0,2.7,chevrolet beat
2014,28469,Diesel,Automatic,18.25,1968.0,187.74,5.0,24.37,audi a4
2018,21488,Petrol,Automatic,14.3,1598.0,103.52,5.0,9.72,skoda rapid
2009,138205,Diesel,Manual,11.5,2982.0,171.0,7.0,10.5,toyota fortuner
2012,160000,Diesel,Manual,22.9,1248.0,74.0,5.0,3.9,suzuki swift
2012,67590,Petrol,Manual,17.0,1497.0,118.0,5.0,5.65,honda city
2008,100000,Diesel,Manual,17.8,1248.0,75.0,5.0,3.0,suzuki swift
2009,48000,Petrol,Manual,20.36,1197.0,78.9,5.0,2.11,hyundai i10
2011,100000,Petrol,Manual,19.7,796.0,46.3,5.0,1.5,suzuki alto
2006,80010,Petrol,Manual,20.4,1197.0,81.8,5.0,2.85,suzuki swift
2011,96000,Diesel,Manual,17.88,1396.0,52.8,5.0,0.91,tata indica
2014,45700,Petrol,Manual,22.74,796.0,47.3,5.0,2.42,suzuki alto
2005,13000,Petrol,Automatic,9.3,2771.0,193.1,5.0,3.25,skoda superb
2013,38000,Petrol,Manual,16.47,1198.0,73.9,5.0,2.8,volkswagen polo
2019,8018,Petrol,Automatic,22.0,1197.0,81.8,5.0,8.3,suzuki dzire
2010,144400,Diesel,Manual,12.05,2179.0,120.0,8.0,5.25,mahindra scorpio
2010,152000,Diesel,Manual,17.8,1248.0,75.0,5.0,2.9,suzuki swift
2013,71000,Diesel,Automatic,18.88,1995.0,184.0,5.0,15.0,bmw 3
2014,87143,Diesel,Manual,12.99,2494.0,100.0,8.0,12.5,toyota innova
2012,25000,Petrol,Manual,18.4,1198.0,86.8,5.0,2.75,honda brio
2018,2000,Petrol,Automatic,23.84,1199.0,83.83,5.0,5.0,tata tiago
2014,45239,Diesel,Manual,12.05,2179.0,120.0,8.0,7.09,mahindra scorpio
2011,101999,Diesel,Automatic,16.73,1995.0,218.0,5.0,19.99,bmw 5
2014,74219,Diesel,Manual,21.43,1364.0,87.2,5.0,10.75,toyota corolla
2016,25000,Petrol,Automatic,18.0,1497.0,117.3,5.0,9.45,honda city
2008,109606,Diesel,Manual,22.0,1582.0,126.2,5.0,2.9,hyundai verna
2015,36000,Diesel,Manual,26.59,1248.0,74.0,5.0,4.7,suzuki swift
2016,41810,Petrol,Manual,20.73,1373.0,91.1,5.0,7.11,suzuki ciaz
2014,93321,Diesel,Manual,22.7,1498.0,89.84,5.0,6.25,ford ecosport
2011,81000,Petrol,Manual,20.92,998.0,67.1,5.0,2.2,suzuki alto
2019,25717,Petrol,Automatic,19.0,1199.0,88.76,5.0,8.86,honda amaze
2015,37000,Diesel,Manual,15.1,2179.0,140.0,7.0,9.3,mahindra xuv500
2017,8000,Petrol,Manual,18.2,1199.0,88.7,5.0,7.9,honda jazz
2018,14589,Petrol,Manual,16.1,1298.0,88.2,5.0,5.65,suzuki swift
2013,65088,Petrol,Manual,16.47,1198.0,73.9,5.0,3.25,volkswagen polo
2019,24864,Diesel,Manual,20.5,1582.0,126.2,5.0,16.27,hyundai creta
2011,64831,Petrol,Manual,18.6,1199.0,79.4,5.0,3.21,chevrolet beat
2013,38001,Diesel,Manual,25.8,1498.0,98.6,5.0,3.9,honda amaze
2008,77000,Petrol,Automatic,10.0,2496.0,157.7,5.0,6.5,mercedes-benz e-class
2015,131000,Diesel,Manual,26.59,1248.0,74.0,5.0,3.6,suzuki swift
2015,43000,Diesel,Manual,26.59,1248.0,74.0,5.0,5.5,suzuki swift
2011,68000,Diesel,Manual,12.8,2494.0,102.0,7.0,7.0,toyota innova
2007,120000,Diesel,Automatic,16.73,1995.0,218.0,5.0,10.5,bmw 5
2014,86091,Diesel,Manual,15.1,2179.0,140.0,7.0,10.09,mahindra xuv500
2009,71499,Petrol,Manual,17.0,1497.0,118.0,5.0,3.0,honda city
2015,66000,Diesel,Manual,20.14,1498.0,88.0,5.0,4.91,volkswagen polo
2010,45000,Petrol,Manual,16.0,1198.0,90.0,5.0,2.0,honda jazz
2015,69189,Diesel,Manual,23.59,1364.0,67.06,5.0,5.3,toyota etios
2014,40206,Diesel,Manual,19.01,1461.0,108.5,5.0,7.22,nissan terrano
2010,57500,Petrol,Manual,18.5,1197.0,80.0,5.0,2.75,hyundai i20
2018,43912,CNG,Manual,15.1,1196.0,73.0,5.0,4.33,suzuki eeco
2011,52000,Diesel,Manual,17.8,1399.0,68.0,5.0,3.75,ford fiesta
2014,60952,Petrol,Automatic,16.8,1497.0,118.0,5.0,5.91,honda city
2013,87192,Diesel,Manual,25.2,1248.0,74.0,5.0,4.35,suzuki swift
2014,58000,Diesel,Manual,24.0,1120.0,70.0,5.0,3.25,hyundai grand
2016,16650,Petrol,Manual,17.0,1198.0,74.0,5.0,5.5,volkswagen ameo
2018,34696,Petrol,Automatic,18.0,1497.0,117.3,5.0,12.08,honda city
2018,42243,Diesel,Manual,27.39,1248.0,74.0,5.0,7.48,suzuki baleno
2016,57824,Diesel,Manual,24.0,1120.0,70.0,5.0,5.5,hyundai grand
2011,110000,Diesel,Manual,19.3,1248.0,73.9,5.0,3.5,suzuki swift
2013,63455,Diesel,Manual,11.5,2982.0,171.0,7.0,19.0,toyota fortuner
2017,17151,Diesel,Manual,27.3,1498.0,98.6,5.0,8.4,honda jazz
2016,31001,Diesel,Manual,24.3,1248.0,88.5,5.0,7.25,suzuki vitara
2014,42109,Diesel,Manual,23.4,1248.0,74.0,5.0,4.25,suzuki swift
